organisatie;org_afk;soort;onderwerp;datum;jaar_mndnr;maand_nr;jaar_wknr;week_nr;aantal
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2020-12-27;2020;12;2020;52;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2020-12-27;2020;12;2020;52;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2020-12-27;2020;12;2020;52;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2020-12-28;2020;12;2020;53;28
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2020-12-28;2020;12;2020;53;1
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2020-12-28;2020;12;2020;53;166
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2020-12-28;2020;12;2020;53;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2020-12-28;2020;12;2020;53;14
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2020-12-28;2020;12;2020;53;10
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2020-12-28;2020;12;2020;53;7
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2020-12-28;2020;12;2020;53;18
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2020-12-28;2020;12;2020;53;84
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2020-12-28;2020;12;2020;53;28
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2020-12-28;2020;12;2020;53;1
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2020-12-28;2020;12;2020;53;5
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2020-12-28;2020;12;2020;53;9
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2020-12-28;2020;12;2020;53;1
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2020-12-28;2020;12;2020;53;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2020-12-28;2020;12;2020;53;3
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2020-12-28;2020;12;2020;53;6
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2020-12-29;2020;12;2020;53;7
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2020-12-29;2020;12;2020;53;1
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2020-12-29;2020;12;2020;53;78
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2020-12-29;2020;12;2020;53;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2020-12-29;2020;12;2020;53;7
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2020-12-29;2020;12;2020;53;5
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2020-12-29;2020;12;2020;53;5
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2020-12-29;2020;12;2020;53;5
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2020-12-29;2020;12;2020;53;45
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2020-12-29;2020;12;2020;53;19
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2020-12-29;2020;12;2020;53;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2020-12-29;2020;12;2020;53;1
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2020-12-29;2020;12;2020;53;7
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2020-12-29;2020;12;2020;53;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2020-12-29;2020;12;2020;53;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2020-12-29;2020;12;2020;53;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2020-12-29;2020;12;2020;53;2
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2020-12-30;2020;12;2020;53;4
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2020-12-30;2020;12;2020;53;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2020-12-30;2020;12;2020;53;62
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2020-12-30;2020;12;2020;53;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2020-12-30;2020;12;2020;53;4
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2020-12-30;2020;12;2020;53;3
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2020-12-30;2020;12;2020;53;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2020-12-30;2020;12;2020;53;2
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2020-12-30;2020;12;2020;53;28
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2020-12-30;2020;12;2020;53;14
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2020-12-30;2020;12;2020;53;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2020-12-30;2020;12;2020;53;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2020-12-30;2020;12;2020;53;2
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2020-12-30;2020;12;2020;53;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2020-12-30;2020;12;2020;53;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2020-12-30;2020;12;2020;53;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2020-12-30;2020;12;2020;53;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2020-12-31;2020;12;2020;53;4
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2020-12-31;2020;12;2020;53;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2020-12-31;2020;12;2020;53;44
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2020-12-31;2020;12;2020;53;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2020-12-31;2020;12;2020;53;3
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2020-12-31;2020;12;2020;53;2
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2020-12-31;2020;12;2020;53;1
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2020-12-31;2020;12;2020;53;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2020-12-31;2020;12;2020;53;17
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2020-12-31;2020;12;2020;53;3
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2020-12-31;2020;12;2020;53;1
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2020-12-31;2020;12;2020;53;1
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2020-12-31;2020;12;2020;53;4
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2020-12-31;2020;12;2020;53;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2020-12-31;2020;12;2020;53;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2020-12-31;2020;12;2020;53;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2020-12-31;2020;12;2020;53;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-01;2021;1;2020;53;1
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-01;2021;1;2020;53;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-01;2021;1;2020;53;22
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-01;2021;1;2020;53;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-01;2021;1;2020;53;1
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-01;2021;1;2020;53;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-01;2021;1;2020;53;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-01;2021;1;2020;53;1
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-01;2021;1;2020;53;1
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-01;2021;1;2020;53;7
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-01;2021;1;2020;53;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-01;2021;1;2020;53;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-01;2021;1;2020;53;0
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-01;2021;1;2020;53;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-01;2021;1;2020;53;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-01;2021;1;2020;53;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-01;2021;1;2020;53;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-02;2021;1;2020;53;0
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-02;2021;1;2020;53;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-02;2021;1;2020;53;13
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-02;2021;1;2020;53;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-02;2021;1;2020;53;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-02;2021;1;2020;53;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-02;2021;1;2020;53;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-02;2021;1;2020;53;1
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-02;2021;1;2020;53;2
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-02;2021;1;2020;53;3
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-02;2021;1;2020;53;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-02;2021;1;2020;53;1
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-02;2021;1;2020;53;0
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-02;2021;1;2020;53;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-02;2021;1;2020;53;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-02;2021;1;2020;53;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-02;2021;1;2020;53;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-03;2021;1;2020;53;1
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-03;2021;1;2020;53;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-03;2021;1;2020;53;28
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-03;2021;1;2020;53;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-03;2021;1;2020;53;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-03;2021;1;2020;53;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-03;2021;1;2020;53;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-03;2021;1;2020;53;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-03;2021;1;2020;53;7
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-03;2021;1;2020;53;0
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-03;2021;1;2020;53;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-03;2021;1;2020;53;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-03;2021;1;2020;53;1
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-03;2021;1;2020;53;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-03;2021;1;2020;53;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-03;2021;1;2020;53;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-03;2021;1;2020;53;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-04;2021;1;2021;1;47
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-04;2021;1;2021;1;3
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-04;2021;1;2021;1;261
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-04;2021;1;2021;1;3
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-04;2021;1;2021;1;28
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-04;2021;1;2021;1;33
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-04;2021;1;2021;1;29
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-04;2021;1;2021;1;39
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-04;2021;1;2021;1;218
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-04;2021;1;2021;1;60
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-04;2021;1;2021;1;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-04;2021;1;2021;1;2
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-04;2021;1;2021;1;22
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-04;2021;1;2021;1;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-04;2021;1;2021;1;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-04;2021;1;2021;1;5
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-04;2021;1;2021;1;15
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-05;2021;1;2021;1;29
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-05;2021;1;2021;1;3
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-05;2021;1;2021;1;154
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-05;2021;1;2021;1;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-05;2021;1;2021;1;9
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-05;2021;1;2021;1;12
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-05;2021;1;2021;1;15
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-05;2021;1;2021;1;17
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-05;2021;1;2021;1;104
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-05;2021;1;2021;1;29
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-05;2021;1;2021;1;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-05;2021;1;2021;1;2
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-05;2021;1;2021;1;8
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-05;2021;1;2021;1;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-05;2021;1;2021;1;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-05;2021;1;2021;1;3
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-05;2021;1;2021;1;6
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-06;2021;1;2021;1;23
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-06;2021;1;2021;1;1
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-06;2021;1;2021;1;105
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-06;2021;1;2021;1;1
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-06;2021;1;2021;1;11
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-06;2021;1;2021;1;12
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-06;2021;1;2021;1;6
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-06;2021;1;2021;1;20
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-06;2021;1;2021;1;89
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-06;2021;1;2021;1;19
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-06;2021;1;2021;1;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-06;2021;1;2021;1;2
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-06;2021;1;2021;1;8
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-06;2021;1;2021;1;1
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-06;2021;1;2021;1;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-06;2021;1;2021;1;2
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-06;2021;1;2021;1;5
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-07;2021;1;2021;1;22
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-07;2021;1;2021;1;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-07;2021;1;2021;1;100
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-07;2021;1;2021;1;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-07;2021;1;2021;1;10
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-07;2021;1;2021;1;13
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-07;2021;1;2021;1;10
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-07;2021;1;2021;1;20
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-07;2021;1;2021;1;69
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-07;2021;1;2021;1;24
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-07;2021;1;2021;1;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-07;2021;1;2021;1;1
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-07;2021;1;2021;1;11
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-07;2021;1;2021;1;1
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-07;2021;1;2021;1;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-07;2021;1;2021;1;3
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-07;2021;1;2021;1;5
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-08;2021;1;2021;1;8
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-08;2021;1;2021;1;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-08;2021;1;2021;1;83
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-08;2021;1;2021;1;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-08;2021;1;2021;1;5
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-08;2021;1;2021;1;2
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-08;2021;1;2021;1;5
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-08;2021;1;2021;1;6
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-08;2021;1;2021;1;43
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-08;2021;1;2021;1;17
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-08;2021;1;2021;1;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-08;2021;1;2021;1;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-08;2021;1;2021;1;3
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-08;2021;1;2021;1;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-08;2021;1;2021;1;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-08;2021;1;2021;1;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-08;2021;1;2021;1;7
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-09;2021;1;2021;1;0
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-09;2021;1;2021;1;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-09;2021;1;2021;1;25
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-09;2021;1;2021;1;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-09;2021;1;2021;1;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-09;2021;1;2021;1;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-09;2021;1;2021;1;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-09;2021;1;2021;1;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-09;2021;1;2021;1;6
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-09;2021;1;2021;1;1
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-09;2021;1;2021;1;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-09;2021;1;2021;1;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-09;2021;1;2021;1;0
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-09;2021;1;2021;1;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-09;2021;1;2021;1;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-09;2021;1;2021;1;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-09;2021;1;2021;1;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-10;2021;1;2021;1;0
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-10;2021;1;2021;1;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-10;2021;1;2021;1;21
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-10;2021;1;2021;1;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-10;2021;1;2021;1;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-10;2021;1;2021;1;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-10;2021;1;2021;1;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-10;2021;1;2021;1;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-10;2021;1;2021;1;4
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-10;2021;1;2021;1;0
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-10;2021;1;2021;1;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-10;2021;1;2021;1;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-10;2021;1;2021;1;0
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-10;2021;1;2021;1;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-10;2021;1;2021;1;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-10;2021;1;2021;1;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-10;2021;1;2021;1;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-11;2021;1;2021;2;41
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-11;2021;1;2021;2;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-11;2021;1;2021;2;258
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-11;2021;1;2021;2;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-11;2021;1;2021;2;23
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-11;2021;1;2021;2;24
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-11;2021;1;2021;2;28
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-11;2021;1;2021;2;31
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-11;2021;1;2021;2;166
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-11;2021;1;2021;2;48
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-11;2021;1;2021;2;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-11;2021;1;2021;2;4
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-11;2021;1;2021;2;9
