organisatie;org_afk;soort;onderwerp;datum;jaar_mndnr;maand_nr;jaar_wknr;week_nr;aantal
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-08;2018;9;2018;36;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-08;2018;9;2018;36;14
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-08;2018;9;2018;36;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-08;2018;9;2018;36;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-08;2018;9;2018;36;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-08;2018;9;2018;36;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-08;2018;9;2018;36;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-08;2018;9;2018;36;2
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-08;2018;9;2018;36;4
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-08;2018;9;2018;36;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-09;2018;9;2018;36;0
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-09;2018;9;2018;36;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-09;2018;9;2018;36;9
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-09;2018;9;2018;36;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-09;2018;9;2018;36;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-09;2018;9;2018;36;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-09;2018;9;2018;36;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-09;2018;9;2018;36;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-09;2018;9;2018;36;4
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-09;2018;9;2018;36;2
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-09;2018;9;2018;36;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-10;2018;9;2018;37;56
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-10;2018;9;2018;37;5
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-10;2018;9;2018;37;273
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-10;2018;9;2018;37;3
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-10;2018;9;2018;37;17
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-10;2018;9;2018;37;54
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-10;2018;9;2018;37;49
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-10;2018;9;2018;37;61
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-10;2018;9;2018;37;273
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-10;2018;9;2018;37;84
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-10;2018;9;2018;37;18
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-11;2018;9;2018;37;45
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-11;2018;9;2018;37;4
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-11;2018;9;2018;37;202
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-11;2018;9;2018;37;3
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-11;2018;9;2018;37;22
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-11;2018;9;2018;37;30
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-11;2018;9;2018;37;15
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-11;2018;9;2018;37;47
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-11;2018;9;2018;37;147
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-11;2018;9;2018;37;47
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-11;2018;9;2018;37;12
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-12;2018;9;2018;37;26
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-12;2018;9;2018;37;2
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-12;2018;9;2018;37;124
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-12;2018;9;2018;37;3
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-12;2018;9;2018;37;8
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-12;2018;9;2018;37;20
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-12;2018;9;2018;37;13
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-12;2018;9;2018;37;29
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-12;2018;9;2018;37;103
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-12;2018;9;2018;37;27
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-12;2018;9;2018;37;6
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-13;2018;9;2018;37;35
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-13;2018;9;2018;37;3
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-13;2018;9;2018;37;146
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-13;2018;9;2018;37;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-13;2018;9;2018;37;7
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-13;2018;9;2018;37;21
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-13;2018;9;2018;37;17
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-13;2018;9;2018;37;39
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-13;2018;9;2018;37;104
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-13;2018;9;2018;37;39
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-13;2018;9;2018;37;6
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-14;2018;9;2018;37;14
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-14;2018;9;2018;37;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-14;2018;9;2018;37;76
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-14;2018;9;2018;37;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-14;2018;9;2018;37;1
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-14;2018;9;2018;37;3
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-14;2018;9;2018;37;11
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-14;2018;9;2018;37;10
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-14;2018;9;2018;37;44
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-14;2018;9;2018;37;13
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-14;2018;9;2018;37;3
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-15;2018;9;2018;37;0
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-15;2018;9;2018;37;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-15;2018;9;2018;37;9
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-15;2018;9;2018;37;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-15;2018;9;2018;37;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-15;2018;9;2018;37;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-15;2018;9;2018;37;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-15;2018;9;2018;37;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-15;2018;9;2018;37;7
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-15;2018;9;2018;37;5
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-15;2018;9;2018;37;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-16;2018;9;2018;37;0
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-16;2018;9;2018;37;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-16;2018;9;2018;37;16
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-16;2018;9;2018;37;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-16;2018;9;2018;37;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-16;2018;9;2018;37;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-16;2018;9;2018;37;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-16;2018;9;2018;37;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-16;2018;9;2018;37;4
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-16;2018;9;2018;37;1
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-16;2018;9;2018;37;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-17;2018;9;2018;38;86
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-17;2018;9;2018;38;4
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-17;2018;9;2018;38;330
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-17;2018;9;2018;38;1
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-17;2018;9;2018;38;33
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-17;2018;9;2018;38;51
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-17;2018;9;2018;38;49
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-17;2018;9;2018;38;76
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-17;2018;9;2018;38;263
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-17;2018;9;2018;38;104
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-17;2018;9;2018;38;10
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-18;2018;9;2018;38;39
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-18;2018;9;2018;38;1
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-18;2018;9;2018;38;168
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-18;2018;9;2018;38;5
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-18;2018;9;2018;38;13
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-18;2018;9;2018;38;27
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-18;2018;9;2018;38;26
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-18;2018;9;2018;38;30
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-18;2018;9;2018;38;128
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-18;2018;9;2018;38;54
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-18;2018;9;2018;38;10
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-19;2018;9;2018;38;28
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-19;2018;9;2018;38;1
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-19;2018;9;2018;38;117
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-19;2018;9;2018;38;1
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-19;2018;9;2018;38;7
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-19;2018;9;2018;38;11
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-19;2018;9;2018;38;16
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-19;2018;9;2018;38;29
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-19;2018;9;2018;38;97
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-19;2018;9;2018;38;32
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-19;2018;9;2018;38;4
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-20;2018;9;2018;38;38
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-20;2018;9;2018;38;4
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-20;2018;9;2018;38;164
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-20;2018;9;2018;38;1
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-20;2018;9;2018;38;14
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-20;2018;9;2018;38;20
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-20;2018;9;2018;38;24
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-20;2018;9;2018;38;35
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-20;2018;9;2018;38;136
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-20;2018;9;2018;38;40
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-20;2018;9;2018;38;6
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-21;2018;9;2018;38;14
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-21;2018;9;2018;38;1
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-21;2018;9;2018;38;93
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-21;2018;9;2018;38;1
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-21;2018;9;2018;38;5
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-21;2018;9;2018;38;7
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-21;2018;9;2018;38;13
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-21;2018;9;2018;38;15
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-21;2018;9;2018;38;62
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-21;2018;9;2018;38;18
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-21;2018;9;2018;38;6
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-22;2018;9;2018;38;2
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-22;2018;9;2018;38;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-22;2018;9;2018;38;16
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-22;2018;9;2018;38;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-22;2018;9;2018;38;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-22;2018;9;2018;38;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-22;2018;9;2018;38;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-22;2018;9;2018;38;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-22;2018;9;2018;38;1
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-22;2018;9;2018;38;6
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-22;2018;9;2018;38;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-23;2018;9;2018;38;1
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-23;2018;9;2018;38;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-23;2018;9;2018;38;11
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-23;2018;9;2018;38;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-23;2018;9;2018;38;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-23;2018;9;2018;38;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-23;2018;9;2018;38;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-23;2018;9;2018;38;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-23;2018;9;2018;38;1
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-23;2018;9;2018;38;1
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-23;2018;9;2018;38;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-24;2018;9;2018;39;90
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-24;2018;9;2018;39;4
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-24;2018;9;2018;39;349
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-24;2018;9;2018;39;3
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-24;2018;9;2018;39;25
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-24;2018;9;2018;39;60
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-24;2018;9;2018;39;48
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-24;2018;9;2018;39;87
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-24;2018;9;2018;39;283
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-24;2018;9;2018;39;94
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-24;2018;9;2018;39;23
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-25;2018;9;2018;39;45
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-25;2018;9;2018;39;1
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-25;2018;9;2018;39;234
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-25;2018;9;2018;39;3
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-25;2018;9;2018;39;14
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-25;2018;9;2018;39;35
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-25;2018;9;2018;39;33
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-25;2018;9;2018;39;42
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-25;2018;9;2018;39;163
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-25;2018;9;2018;39;46
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-25;2018;9;2018;39;11
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-26;2018;9;2018;39;28
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-26;2018;9;2018;39;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-26;2018;9;2018;39;108
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-26;2018;9;2018;39;2
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-26;2018;9;2018;39;16
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-26;2018;9;2018;39;20
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-26;2018;9;2018;39;11
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-26;2018;9;2018;39;27
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-26;2018;9;2018;39;104
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-26;2018;9;2018;39;39
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-26;2018;9;2018;39;7
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-27;2018;9;2018;39;38
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-27;2018;9;2018;39;1
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-27;2018;9;2018;39;164
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-27;2018;9;2018;39;5
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-27;2018;9;2018;39;10
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-27;2018;9;2018;39;22
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-27;2018;9;2018;39;38
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-27;2018;9;2018;39;33
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-27;2018;9;2018;39;123
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-27;2018;9;2018;39;50
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-27;2018;9;2018;39;8
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-28;2018;9;2018;39;13
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-28;2018;9;2018;39;3
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-28;2018;9;2018;39;87
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-28;2018;9;2018;39;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-28;2018;9;2018;39;6
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-28;2018;9;2018;39;9
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-28;2018;9;2018;39;8
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-28;2018;9;2018;39;14
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-28;2018;9;2018;39;52
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-28;2018;9;2018;39;17
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-28;2018;9;2018;39;5
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-29;2018;9;2018;39;1
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-09-29;2018;9;2018;39;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-09-29;2018;9;2018;39;24
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-09-29;2018;9;2018;39;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-09-29;2018;9;2018;39;1
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-09-29;2018;9;2018;39;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-09-29;2018;9;2018;39;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-09-29;2018;9;2018;39;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-09-29;2018;9;2018;39;0
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-09-29;2018;9;2018;39;5
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-09-29;2018;9;2018;39;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-09-30;2018;9;2018;39;1
